sku,gender,category,sub_category,article_type,base_colour,season,year,usage,product_display_name,attributes,image_url,price,msrp,currency,review_count,ratings,brand
SKU002987,Unisex,Accessories,Headwear,Caps,Black,Summer,2012.0,Casual,Unisex Graphic Black Cap,"{'material': 'Polyester', 'sizes': 'Free Size'}",product_images/product2987.jpg,3081,3728,INR,1186,4.4,Puma
SKU002988,Unisex,Accessories,Headwear,Caps,Grey,Summer,2012.0,Casual,Unisex Heather Grey Cap,"{'material': 'Polyester', 'sizes': 'Free Size'}",product_images/product2988.jpg,3425,4005,INR,481,4.2,Puma
SKU002989,Unisex,Accessories,Socks,Socks,Brown,Summer,2012.0,Casual,Unisex FTPA Quarters Brown Socks,"{'material': 'Cotton', 'sizes': 'Free Size'}",product_images/product2989.jpg,3304,3724,INR,1176,3.9,Puma
SKU002990,Women,Accessories,Socks,Socks,Purple,Summer,2012.0,Casual,Women Pack of 2 Purple Socks,"{'material': 'Polyester', 'sizes': 'Free Size'}",product_images/product2990.jpg,1912,2546,INR,397,4.8,Puma
SKU002991,Men,Accessories,Socks,Socks,White,Summer,2012.0,Sports,Men Pack of 3 White Sports Socks,"{'material': 'Polyester', 'sizes': 'Free Size'}",product_images/product2991.jpg,2089,2972,INR,124,4.1,Puma
SKU002992,Men,Accessories,Socks,Socks,White,Summer,2012.0,Sports,Men Pack of 3 Sports Socks,"{'material': 'Cotton', 'sizes': 'Free Size'}",product_images/product2992.jpg,3984,4782,INR,354,4.0,Puma
SKU002993,Women,Accessories,Socks,Socks,White,Winter,2015.0,Casual,Women Pack of 3 Socks,"{'material': 'Polyester', 'sizes': 'Free Size'}",product_images/product2993.jpg,1019,2103,INR,68,4.0,Puma
SKU002994,Women,Accessories,Socks,Socks,White,Summer,2012.0,Casual,Women Pack of 3 Socks,"{'material': 'Polyester', 'sizes': 'Free Size'}",product_images/product2994.jpg,813,1824,INR,1168,4.6,Puma
SKU002995,Men,Accessories,Socks,Socks,Navy Blue,Summer,2012.0,Casual,Men Pack of 3 Socks,"{'material': 'Polyester', 'sizes': 'Free Size'}",product_images/product2995.jpg,1218,2400,INR,940,3.7,Puma
SKU002996,Men,Accessories,Socks,Socks,White,Summer,2012.0,Casual,Men Foundation Quarters White Socks,"{'material': 'Cotton', 'sizes': 'Free Size'}",product_images/product2996.jpg,2571,3226,INR,211,4.5,Puma
SKU002997,Men,Accessories,Socks,Socks,Black,Summer,2012.0,Casual,Men Foundation Quarters Black Socks,"{'material': 'Polyester', 'sizes': 'Free Size'}",product_images/product2997.jpg,1895,2557,INR,997,4.5,Puma
SKU002998,Men,Accessories,Socks,Socks,Navy Blue,Summer,2012.0,Casual,Men Pack of 3 Socks,"{'material': 'Cotton', 'sizes': 'Free Size'}",product_images/product2998.jpg,3998,5167,INR,831,4.5,Puma
SKU002999,Unisex,Accessories,Socks,Socks,White,Summer,2012.0,Casual,Kids Singlet Quarter White Socks,"{'material': 'Polyester', 'sizes': 'Free Size'}",product_images/product2999.jpg,3349,4312,INR,251,4.4,Puma
SKU003000,Unisex,Accessories,Socks,Socks,Black,Summer,2012.0,Casual,Kids Unisex Pack of 3 Black Socks,"{'material': 'Cotton', 'sizes': 'Free Size'}",product_images/product3000.jpg,3301,4394,INR,431,3.9,Puma
SKU003001,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2012.0,Casual,Men Germany WC Black Flip Flops,"{'material': 'Cotton', 'sizes': 'Free Size'}",product_images/product3001.jpg,3304,3866,INR,108,3.6,Puma
SKU003002,Women,Footwear,Shoes,Heels,Silver,Summer,2012.0,Casual,Women Lily Thong Silver Flats,"{'material': 'Cotton', 'sizes': 'Free Size'}",product_images/product3002.jpg,3385,4530,INR,247,4.5,Puma
SKU003003,Unisex,Accessories,Headwear,Caps,Black,Summer,2012.0,Casual,Unisex Cat Logo Black Cap,"{'material': 'Polyester', 'sizes': 'Free Size'}",product_images/product3003.jpg,1422,2590,INR,134,3.8,Puma
SKU003004,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Men Aquil White Sports Shoes,"{'material': 'Synthetic', 'sizes': 'UK 6, 7, 8, 9, 10, 11'}",product_images/product3004.jpg,1626,2792,INR,594,3.8,Puma
SKU003005,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2012.0,Sports,Men Aquil Black Sports Shoes,"{'material': 'Synthetic', 'sizes': 'UK 6, 7, 8, 9, 10, 11'}",product_images/product3005.jpg,1345,2350,INR,246,4.1,Puma
SKU003006,Women,Footwear,Sandal,Sports Sandals,Grey,Summer,2012.0,Casual,Women Grey Rio Fashion Sandals,"{'material': 'Mesh', 'sizes': 'UK 6, 7, 8, 9, 10, 11'}",product_images/product3006.jpg,1223,2385,INR,188,3.9,Puma
SKU003007,Women,Footwear,Shoes,Flats,Black,Summer,2012.0,Casual,Women Black Grace Flats,"{'material': 'Cotton', 'sizes': 'Free Size'}",product_images/product3007.jpg,2356,3287,INR,1097,4.7,Puma
SKU003008,Women,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Women Fun Pack Black Shoes,"{'material': 'Mesh', 'sizes': 'UK 6, 7, 8, 9, 10, 11'}",product_images/product3008.jpg,3239,4299,INR,900,4.2,Puma
SKU003009,Women,Footwear,Shoes,Flats,White,Summer,2012.0,Casual,Women White Misty Flats,"{'material': 'Polyester', 'sizes': 'Free Size'}",product_images/product3009.jpg,1289,1845,INR,144,4.5,Puma
SKU003010,Women,Footwear,Shoes,Flats,Black,Summer,2012.0,Casual,Women Black Crazy Slide Flats,"{'material': 'Cotton', 'sizes': 'Free Size'}",product_images/product3010.jpg,3874,5010,INR,166,4.3,Puma
SKU003011,Women,Footwear,Sandal,Sports Sandals,Navy Blue,Summer,2012.0,Casual,Women Roque Navy Blue Sandals,"{'material': 'Leather', 'sizes': 'UK 6, 7, 8, 9, 10, 11'}",product_images/product3011.jpg,3053,3640,INR,996,4.6,Puma
SKU003012,Women,Footwear,Shoes,Flats,Black,Summer,2012.0,Casual,Women Black Mabel Flats,"{'material': 'Polyester', 'sizes': 'Free Size'}",product_images/product3012.jpg,2813,3123,INR,772,3.8,Puma
SKU003013,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Men Red T-shirt,"{'material': 'Cotton Blend', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product3013.jpg,3363,4259,INR,430,4.8,Puma
SKU003014,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Men Vintage Yellow T-shirt,"{'material': 'Cotton Blend', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product3014.jpg,2071,2486,INR,297,4.7,Puma
SKU003015,Women,Footwear,Shoes,Flats,Black,Summer,2012.0,Casual,Women Black Grace Flats,"{'material': 'Cotton', 'sizes': 'Free Size'}",product_images/product3015.jpg,2286,3078,INR,668,4.1,Puma
SKU003016,Women,Footwear,Shoes,Flats,Silver,Summer,2012.0,Casual,Women Grace Silver Sandals,"{'material': 'Cotton', 'sizes': 'Free Size'}",product_images/product3016.jpg,975,1829,INR,557,4.1,Puma
SKU003017,Women,Apparel,Bottomwear,Capris,Black,Summer,2012.0,Casual,Women Black Capris,"{'material': 'Polyester', 'sizes': '26, 28, 30, 32, 34, 36'}",product_images/product3017.jpg,2310,2861,INR,167,3.7,Puma
SKU003018,Women,Apparel,Bottomwear,Track Pants,Black,Summer,2012.0,Casual,Women Essential Workout Black Track Pants,"{'material': 'Cotton', 'sizes': '26, 28, 30, 32, 34, 36'}",product_images/product3018.jpg,1331,1764,INR,753,4.6,Puma
SKU003019,Women,Apparel,Topwear,Tshirts,Black,Winter,2013.0,Casual,Women Black Polo T-shirt,"{'material': 'Polyester', 'sizes': 'XS, S, M, L, XL, XXL'}",product_images/product3019.jpg,3280,4445,INR,895,4.1,Puma
SKU003020,Women,Apparel,Bottomwear,Capris,Black,Fall,2013.0,Sports,Women Black Basic Capris,"{'material': 'Cotton', 'sizes': '26, 28, 30, 32, 34, 36'}",product_images/product3020.jpg,1007,1649,INR,1156,3.7,Puma
SKU003021,Women,Apparel,Bottomwear,Capris,Pink,Summer,2012.0,Casual,Women Pink Capris,"{'material': 'Cotton', 'sizes': '26, 28, 30, 32, 34, 36'}",product_images/product3021.jpg,3715,4120,INR,173,4.1,Puma
SKU003022,Women,Apparel,Bottomwear,Shorts,Black,Winter,2013.0,Sports,Women Black Shorts,"{'material': 'Polyester', 'sizes': '26, 28, 30, 32, 34, 36'}",product_images/product3022.jpg,1569,1963,INR,700,4.5,Puma
SKU003023,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Men Navy Blue and White Striped Polo neck T-shirt,"{'material': 'Cotton Blend', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product3023.jpg,1141,1734,INR,1016,3.8,Puma
SKU003024,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Men Blue Striped Polo T-shirt,"{'material': 'Cotton Blend', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product3024.jpg,1552,2547,INR,343,3.7,Puma
SKU003025,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Men Fine Striped Polo Blue T-shirt,"{'material': 'Cotton', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product3025.jpg,1143,1852,INR,1155,4.4,Puma
SKU003026,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Men Graphic White T-shirt,"{'material': 'Polyester', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product3026.jpg,2554,3182,INR,722,4.5,Puma
SKU003027,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Men Schon Black & Blue Polo T-shirt,"{'material': 'Cotton', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product3027.jpg,3706,4087,INR,398,4.1,Puma
SKU003028,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Men Schon Polo Green T-shirt,"{'material': 'Cotton', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product3028.jpg,2208,3200,INR,488,4.3,Puma
SKU003029,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Men Reisen Polo Red T-shirt,"{'material': 'Cotton', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product3029.jpg,3526,4472,INR,340,4.6,Puma
SKU003030,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Men Attack Black T-shirt,"{'material': 'Cotton', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product3030.jpg,1606,1978,INR,284,4.4,Puma
SKU003031,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Men Attack White T-shirt,"{'material': 'Polyester', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product3031.jpg,2476,3393,INR,310,4.2,Puma
SKU003032,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Men Drone Blue T-shirt,"{'material': 'Cotton Blend', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product3032.jpg,2309,2960,INR,543,4.1,Puma
SKU003033,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Men Drone Green T-shirt,"{'material': 'Cotton Blend', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product3033.jpg,2855,3400,INR,248,4.1,Puma
SKU003034,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Men White Polo T-shirt,"{'material': 'Cotton Blend', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product3034.jpg,2797,3597,INR,956,3.8,Puma
SKU003035,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Men Black Polo T-shirt,"{'material': 'Cotton', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product3035.jpg,1710,2396,INR,133,3.8,Puma
SKU003036,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Men Grey Polo T-shirt,"{'material': 'Cotton Blend', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product3036.jpg,3606,4563,INR,344,4.7,Puma
SKU003037,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Men Red Polo T-shirt,"{'material': 'Polyester', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product3037.jpg,1429,2558,INR,119,4.1,Puma
SKU003038,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Men Grey Polo T-shirt,"{'material': 'Cotton Blend', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product3038.jpg,1917,2552,INR,346,4.0,Puma
SKU003039,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Men Car Graphic Red T-shirt,"{'material': 'Cotton Blend', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product3039.jpg,3832,5029,INR,757,4.1,Puma
SKU003040,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Men Dizzy Graphic White T-shirt,"{'material': 'Cotton', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product3040.jpg,1651,2550,INR,916,3.7,Puma
SKU003041,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Men Dizzy Graphic Green T-shirt,"{'material': 'Cotton Blend', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product3041.jpg,2000,2313,INR,1173,4.2,Puma
SKU003042,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Men Dizzy Graphic Red T-shirt,"{'material': 'Cotton', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product3042.jpg,2249,2685,INR,1072,4.1,Puma
SKU003043,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Men Dizzy Graphic Navy Blue T-shirt,"{'material': 'Cotton', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product3043.jpg,2352,2674,INR,1186,4.4,Puma
SKU003044,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Men Semi Graphic Black T-shirt,"{'material': 'Polyester', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product3044.jpg,2715,3480,INR,1021,3.8,Puma
SKU003045,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Men Semi Graphic Green T-shirt,"{'material': 'Cotton Blend', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product3045.jpg,2817,3160,INR,211,4.3,Puma
SKU003046,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Men Semi Graphic Navy Blue T-shirt,"{'material': 'Cotton', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product3046.jpg,1271,2146,INR,329,3.8,Puma
SKU003047,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Men Munchen Grey T-shirt,"{'material': 'Cotton', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product3047.jpg,1889,2995,INR,996,4.0,Puma
SKU003048,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Men Munchen White T-shirt,"{'material': 'Cotton Blend', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product3048.jpg,2655,3848,INR,1017,3.6,Puma
SKU003049,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Men Munchen Green T-shirt,"{'material': 'Polyester', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product3049.jpg,3721,4045,INR,495,4.2,Puma
SKU003050,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Men Munchen Navy Blue T-shirt,"{'material': 'Polyester', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product3050.jpg,983,1957,INR,1183,4.3,Puma
SKU003051,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Men Navy Blue T-shirt,"{'material': 'Cotton Blend', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product3051.jpg,1665,2618,INR,800,4.7,Puma
SKU003052,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Men Pounce Graphic Red T-shirt,"{'material': 'Cotton Blend', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product3052.jpg,1080,1654,INR,622,3.9,Puma
SKU003053,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Men Green T-shirt,"{'material': 'Polyester', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product3053.jpg,952,2078,INR,73,4.3,Puma
SKU003054,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Men Pounce Graphic White T-shirt,"{'material': 'Cotton Blend', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product3054.jpg,1836,2482,INR,1139,3.7,Puma
SKU003055,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Men Hamburg Graphic Red T-shirt,"{'material': 'Cotton', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product3055.jpg,3591,4697,INR,657,4.0,Puma
SKU003056,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Men Hamburg Graphic Green T-shirt,"{'material': 'Cotton', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product3056.jpg,3406,3847,INR,480,4.0,Puma
SKU003057,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Men Hamburg Graphic Navy Blue T-shirt,"{'material': 'Cotton', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product3057.jpg,3471,4051,INR,193,4.0,Puma
SKU003058,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Men Calonge Graphic Red T-shirt,"{'material': 'Polyester', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product3058.jpg,2085,3197,INR,807,4.1,Puma
SKU003059,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Men Calogne Graphic White T-shirt,"{'material': 'Polyester', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product3059.jpg,1590,2122,INR,575,4.1,Puma
SKU003060,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Men Calonge Graphic Green T-shirt,"{'material': 'Cotton', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product3060.jpg,1151,1458,INR,691,4.3,Puma
SKU003061,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Men Calogne Graphic Navy Blue T-shirt,"{'material': 'Polyester', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product3061.jpg,1308,2157,INR,979,3.9,Puma
SKU003062,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Men Spike Graphic Black T-shirt,"{'material': 'Cotton', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product3062.jpg,3508,3907,INR,518,4.6,Puma
SKU003063,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Men Spike Graphic White T-shirt,"{'material': 'Polyester', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product3063.jpg,3904,4308,INR,1095,4.2,Puma
SKU003064,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Men Spike Graphic Navy Blue T-shirt,"{'material': 'Polyester', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product3064.jpg,1195,2004,INR,820,4.5,Puma
SKU003065,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Men Bonn Graphic Navy Blue T-shirt,"{'material': 'Cotton', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product3065.jpg,2409,3481,INR,186,4.8,Puma
SKU003066,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Sports,Red Bonn Graphic Print T-shirt,"{'material': 'Cotton', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product3066.jpg,3640,4778,INR,686,4.2,PUMA
SKU003067,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Men Printed Grey T-shirt,"{'material': 'Cotton', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product3067.jpg,1127,2063,INR,279,4.4,Puma
SKU003068,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Men Bonn Graphic Green T-shirt,"{'material': 'Cotton Blend', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product3068.jpg,3103,3767,INR,796,3.8,Puma
SKU003069,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Men Faas Black T-shirt,"{'material': 'Cotton', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product3069.jpg,2419,2953,INR,664,4.5,Puma
SKU003070,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Men Fass Black T-shirt,"{'material': 'Cotton', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product3070.jpg,2056,2746,INR,258,4.7,Puma
SKU003071,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Men Blank Black T-shirt,"{'material': 'Polyester', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product3071.jpg,3735,4813,INR,937,4.6,Puma
SKU003072,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Men White T-shirt,"{'material': 'Cotton', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product3072.jpg,2097,2553,INR,474,4.6,Puma
SKU003073,Men,Apparel,Bottomwear,Shorts,Black,Summer,2012.0,Casual,Men Dazzle Black Shorts,"{'material': 'Polyester', 'sizes': '32, 34, 36, 38, 40, 42'}",product_images/product3073.jpg,2677,3424,INR,175,4.1,Puma
SKU003074,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Sports,Black Training Polo T-shirt,"{'material': 'Polyester', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product3074.jpg,2916,3386,INR,83,4.8,PUMA
SKU003075,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Men Training Polo White T-shirt,"{'material': 'Polyester', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product3075.jpg,1088,1670,INR,183,4.4,Puma
SKU003076,Women,Apparel,Topwear,Tshirts,Pink,Summer,2012.0,Casual,Women Striped Pink T-shirt,"{'material': 'Polyester', 'sizes': 'XS, S, M, L, XL, XXL'}",product_images/product3076.jpg,2786,3555,INR,290,4.7,Puma
SKU003077,Women,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Women Striped Green T-shirt,"{'material': 'Polyester', 'sizes': 'XS, S, M, L, XL, XXL'}",product_images/product3077.jpg,867,1668,INR,211,4.8,Puma
SKU003078,Women,Apparel,Topwear,Tops,Black,Summer,2012.0,Casual,Women Script Black Top,"{'material': 'Cotton', 'sizes': 'XS, S, M, L, XL, XXL'}",product_images/product3078.jpg,3203,3977,INR,48,4.4,Puma
SKU003079,Women,Apparel,Topwear,Tops,Green,Summer,2012.0,Casual,Women Script Green Top,"{'material': 'Polyester', 'sizes': 'XS, S, M, L, XL, XXL'}",product_images/product3079.jpg,2386,3273,INR,802,4.4,Puma
SKU003080,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Men Blank Red T-shirt,"{'material': 'Cotton', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product3080.jpg,1491,2471,INR,406,3.9,Puma
SKU003081,Women,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Women Jane White T-shirt,"{'material': 'Polyester', 'sizes': 'XS, S, M, L, XL, XXL'}",product_images/product3081.jpg,1585,1971,INR,604,4.5,Puma
SKU003082,Women,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Women Wowhol Black T-shirt,"{'material': 'Cotton', 'sizes': 'XS, S, M, L, XL, XXL'}",product_images/product3082.jpg,2386,3534,INR,595,4.5,Puma
SKU003083,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Men Glyth Black T-shirt,"{'material': 'Polyester', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product3083.jpg,2080,2617,INR,886,4.8,Puma
SKU003084,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Men Glyth White T-shirt,"{'material': 'Cotton', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product3084.jpg,3205,4091,INR,65,4.5,Puma
SKU003085,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Men Summer Black T-shirt,"{'material': 'Cotton Blend', 'sizes': 'S, M, L, XL, XXL, XXXL'}",product_images/product3085.jpg,2561,3303,INR,654,4.1,Puma
SKU003086,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Men Black Dial Watch,"{'material': 'Stainless Steel', 'sizes': 'Free Size'}",product_images/product3086.jpg,1182,2249,INR,58,4.1,Titan
SKU003087,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Men Black Dial Watch,"{'material': 'Silicone', 'sizes': 'Free Size'}",product_images/product3087.jpg,1214,1717,INR,1075,4.5,Titan
SKU003088,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Men Chronograph Black Dial Watch,"{'material': 'Stainless Steel', 'sizes': 'Free Size'}",product_images/product3088.jpg,3219,4330,INR,445,4.3,Titan
SKU003089,Men,Accessories,Watches,Watches,Blue,Winter,2016.0,Casual,Men Chronograph Blue Dial Watch,"{'material': 'Leather Strap', 'sizes': 'Free Size'}",product_images/product3089.jpg,1423,2084,INR,372,4.7,Titan
SKU003090,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Men Chronograph Black Dial Watch,"{'material': 'Leather Strap', 'sizes': 'Free Size'}",product_images/product3090.jpg,2845,3869,INR,173,4.5,Titan
SKU003091,Men,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Men Chronograph Ivory Colour Dial Watch,"{'material': 'Silicone', 'sizes': 'Free Size'}",product_images/product3091.jpg,1766,2081,INR,1063,4.3,Titan
SKU003092,Men,Accessories,Watches,Watches,Blue,Winter,2016.0,Casual,Men Chronograph Blue Dial Watch,"{'material': 'Stainless Steel', 'sizes': 'Free Size'}",product_images/product3092.jpg,3515,4000,INR,632,4.2,Titan
SKU003093,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Men White Dial Watch,"{'material': 'Leather Strap', 'sizes': 'Free Size'}",product_images/product3093.jpg,2924,3823,INR,184,3.9,Titan
SKU003094,Men,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Men Silver Dial Watch,"{'material': 'Stainless Steel', 'sizes': 'Free Size'}",product_images/product3094.jpg,2854,4014,INR,920,4.8,Titan
SKU003095,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Men Chronograph Black Dial Watch,"{'material': 'Leather Strap', 'sizes': 'Free Size'}",product_images/product3095.jpg,1767,2329,INR,469,4.3,Titan
SKU003096,Men,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Men White Dial Watch,"{'material': 'Silicone', 'sizes': 'Free Size'}",product_images/product3096.jpg,2365,3147,INR,720,4.8,Titan
SKU003097,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Men Black Dial Watch,"{'material': 'Leather Strap', 'sizes': 'Free Size'}",product_images/product3097.jpg,3369,3778,INR,862,3.6,Titan
SKU003098,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Men Chronograph Black Dial Watch,"{'material': 'Leather Strap', 'sizes': 'Free Size'}",product_images/product3098.jpg,952,2073,INR,36,4.3,Titan
SKU003099,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Men White Dial Watch,"{'material': 'Stainless Steel', 'sizes': 'Free Size'}",product_images/product3099.jpg,853,1340,INR,267,4.4,Titan
